seed,x,y
1,-731271.5117751968,694867.4738744645
1,527549.2379532276,-489861.9485211561
1,-9129.825816118042,-101017.87042252359
1,303185.9454455256,577446.7022710257
1,-812280.8264515294,-943305.0469559864
1,671530.2078397387,-134465.86418989312
1,524560.1649158833,-995787.8932977776
1,-109225.61189039703,443080.0646815646
1,-542475.5574590941,890541.3911078436
1,802854.9152229662,-938820.0339328919
1,-949108.2780130774,82824.94558699301
1,878298.3255570201,-237591.52462357492
1,-566801.2057387726,-155766.84883456526
1,-941918.4248502632,-556616.6674539293
1,-124224.81269885576,-8375.517236298649
1,-533831.0994848541,-538266.9169180308
1,-562437.9253246222,-80793.06852453272
1,-420436.7708190284,-957020.5894681812
1,675155.951325145,112908.64530486672
1,284588.72586489085,-628187.468210564
1,985086.8243521292,719893.057590579
1,-758220.0803883864,-334609.62927974144
1,442968.81516653637,422383.5393905587
1,872881.1735989182,-155786.0000771694
1,660071.3865486534,340611.1328281417
1,-393262.97813416435,175161.21228711877
1,764958.0016637145,692394.8368566247
1,10567.641159200808,178004.5159651033
1,-930948.3396973158,-514520.0529138642
1,594808.495108605,-171372.00139845128
2,912068.5437784978,895654.9741186978
2,-886897.2645463817,-830256.0096821559
2,670997.7562588985,471939.978137046
2,339460.8028804414,-383727.0848217112
2,211888.3313569246,213603.46728167555
2,162408.034224006,-683234.2594903882
2,-138660.7194174626,-212936.35958925704
2,446024.16247493133,989639.1258994845
2,898790.9461864863,88354.09485864162
2,-110291.62254829274,-463518.51670134335
2,-928151.3412142838,-945110.285818361
2,-70212.27580537577,-363069.7442926448
2,-239970.15619857656,783578.9156565742
2,51505.53829205653,121020.72205299756
2,-527753.1857698753,-952283.8417184346
2,-349714.14247767965,-726605.2140270659
2,20447.691674402333,997367.1363851029
2,348959.3946917398,-636313.0063537105
2,787143.0731659761,593519.8428432784
2,468803.38378795504,813187.2997951211
2,525770.9676661413,579495.2749235259
2,-292426.0443167926,961953.1461442522
2,923801.8757964504,-677630.6933919615
2,508008.1433037437,430301.7964749065
2,-77186.60451604472,60711.432246890035
2,-19972.156299617374,849664.1441891397
2,1682.125261309673,663048.9795836239
2,-292151.59026256786,765701.8371625053
2,799401.1775132507,-77975.67023672466
2,135410.1408404886,840660.8783838566
3,-524070.7458162167,88458.45059190353
3,-260089.6669038412,207840.07719238882
3,251440.6082161077,-868942.2815203728
3,-973664.0168902507,674938.1641929193
3,-481291.9713439842,-531338.0779066067
3,991289.6710209245,-59472.98495510407
3,672922.9025487768,-47293.58260133001
3,278136.2810883237,-698767.1519529514
3,269721.3165703766,736090.6142865928
3,46362.42076660262,482503.71240297996
3,342822.95073918474,-871937.1235460045
3,516460.49257363414,182199.1658626349
3,-397464.68096857495,-937976.497060499
3,731054.4739578905,-54501.822669066256
3,437647.8481316058,757625.6005109627
3,428258.96722240455,842197.335167748
3,-210073.1919985119,601817.5419704559
3,-110757.88789847866,871173.4434090412
3,757733.3206760824,-805091.3805382447
3,-728062.2795986615,-566026.1175337248
3,930960.277796405,-127676.26674514124
3,253296.58173360757,-397947.6031489888
3,14485.967658119043,-228267.48231019464
3,-298179.0224596396,170148.21481072681
3,168503.5859403977,808403.5416955493
3,363964.27326993283,857891.202400033
3,712801.1327935107,981979.2897376294
3,342547.08432503615,-673800.7560578599
3,721275.0662325356,929265.8946181218
3,809391.9690244725,138215.00694864674
4,-527903.8205251305,-793667.9315385676
4,-207883.5147786378,-690055.4583951787
4,-866969.8086408193,-196817.97102985007
4,835910.086175437,600904.7029916163
4,530325.2050108764,-556143.6486193641
4,73360.01634962705,-446634.71311709913
4,-654670.9414292616,-787633.4151369389
4,-571199.1348421664,854951.2628561199
4,657840.0975568382,613304.6934046462
4,600895.6770859318,-613128.7639615193
4,-380300.0854009285,253951.20482625987
4,463789.4177574356,709296.7159826936
4,760101.502722398,-826563.4947301554
4,211703.76743975945,343402.9130329463
4,11907.551420830656,-644419.6515184303
4,-52824.22482970962,-821307.5854692184
4,869176.7277998152,730968.3403701658
4,95277.73917410767,-399508.5208533502
4,817740.578829372,144733.6033717828
4,764634.4797575792,696088.1764472685
4,16744.750665503205,-172107.91373653582
4,197824.9443799787,-137913.96541338565
4,-677358.7877567823,-389776.80713452154
4,625184.6372692407,-913523.0618555021
4,-907356.0019929737,252701.4910798067
4,-439133.5767675622,69243.58975884423
4,-57519.827770013944,-314313.4691556876
4,994557.7483442236,-608853.0113333686
4,-174410.68718534976,-594658.7676552066
4,265329.96358203783,-447390.33008063317
5,245803.3897794037,483573.9785214582
5,590387.1311313928,884900.5675540996
5,479797.1494798608,844649.9933308332
5,-941989.5434327696,-68754.69124378928
5,886713.4339966265,297949.106273848
5,801800.9835012445,-773588.0706937105
5,-61861.90443567245,-506854.3347603388
5,87521.71847186086,147882.3758562015
5,-973771.6208221946,-566540.3990723031
5,-441035.2679777789,832690.7436171029
5,531450.9032582828,-680791.5752839228
5,594293.9828624084,-722465.1632021929
5,234905.0409322331,-746601.5348994598
5,-996450.2755949297,742809.4894485633
5,-581087.2350097636,-569037.6615505349
5,964842.2176518495,744815.5308736031
5,-421389.66450614657,922955.9779001662
5,78446.93774162128,355660.9545011843
5,-590440.9709324137,881952.0021759971
5,381283.88221381616,933128.6246343899
5,787483.3551529561,-402422.20429226407
5,-277620.1305552315,-668087.8857405081
5,-708596.1809186342,-869720.5732486466
5,-397281.7984610746,206219.99481530848
5,-993233.7612512854,355868.49909538205
5,-324206.2767442694,-380084.1367937421
5,637036.1492941411,-38509.626739922096
5,-368413.7883071115,-37563.2275262723
5,409338.268281818,-885998.1409284192
5,950199.1262884695,-954268.8734945576
6,586680.1675233253,643908.084639453
6,-29930.74413810938,-476757.03411068366
6,-999096.5702298569,325637.12576753495
6,-59491.48587110988,519461.27019578556
6,-253679.25585231662,540279.6718759799
6,-454603.82865605806,603830.9663252066
6,459649.6652440316,-171987.11766939308
6,76610.4391105537,364103.4825773564
6,-614030.2484718246,107230.33099656843
6,610248.0996979458,-468957.8911229954
6,606730.619222626,371379.7642008815
6,688564.6495923292,-328835.964348371
